,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,alonso,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,trulli,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,7,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,0
2,michael_schumacher,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,barrichello,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,6,6,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,10,10,10,10,9,9,9,8,8,7,7,7,7,7,7,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,0
4,sato,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,7,7,6,6,6,6,6,10,9,9,9,9,9,9,9,13,13,13,12,12,12,12,12,11,11,11,11,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
5,fisichella,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,2,10,10,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,8,7,5,5,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,0
6,montoya,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,button,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,6,4,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,5,6,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,0
8,massa,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14,14,14,13,11,11,10,10,10,10,10,9,15,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,villeneuve,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,9,8,6,12,12,11,11,11,11,11,11,10,10,10,10,10,10,10,9,9,9,9,9,8,8,8,8,8,7,6,4,4,8,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
10,raikkonen,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,7,5,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
11,ralf_schumacher,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,15,15,15,14,13,13,12,12,12,12,12,12,11,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,10,10,10,9,9,9,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
12,webber,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,10,10,14,14,13,13,13,13,13,13,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0
13,heidfeld,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,12,13,15,15,15,14,14,14,14,14,14,13,13,12,12,12,12,12,11,11,11,13,13,13,13,13,13,13,13,13,12,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0,0,0
14,coulthard,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,13,12,12,9,9,15,15,15,15,15,15,14,14,13,13,13,13,13,12,12,12,11,11,11,11,11,12,12,12,12,11,11,11,10,10,10,10,10,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,0
15,karthikeyan,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0
16,klien,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,albers,18,17,17,17,17,17,17,17,17,17,17,18,18,18,18,17,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,monteiro,19,18,18,18,18,18,18,18,18,18,18,17,17,17,17,18,17,17,17,17,17,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0
